"","recorded_by_mdy","typed_by_mdy","session","block","pot_ID","treatment","sample_month","sample_day","sample_year","period","weight_lbs","weight_grams","remarks"
"3356","GX - 07/20/2018","GX - 07/21/2018",3,"B5","EMNI-17","WD",7,20,2018,"T2",4.69,2127,NA
"3357","GX - 07/20/2018","GX - 07/21/2018",3,"B5","VAMA-4","WD",7,20,2018,"T2",4.37,1982,"dead"
"3358","GX - 07/20/2018","GX - 07/21/2018",3,"B5","SEAC-6","WD",7,20,2018,"T2",4.29,1946,NA
"3359","GX - 07/20/2018","GX - 07/21/2018",3,"B5","PLMA-19","WD",7,20,2018,"T2",4.16,1887,NA
"3360","GX - 07/20/2018","GX - 07/21/2018",3,"B5","SC-16","WD",7,20,2018,"T2",4.8,2177,NA
"3361","GX - 07/20/2018","GX - 07/21/2018",3,"B5","SYNO-20","WD",7,20,2018,"T2",4.47,2028,NA
"3362","GX - 07/20/2018","GX - 07/21/2018",3,"B5","DASP-19","WD",7,20,2018,"T2",4.09,1855,NA
"3363","GX - 07/20/2018","GX - 07/21/2018",3,"B5","SITR-15","WD",7,20,2018,"T2",4.35,1973,NA
"3364","GX - 07/20/2018","GX - 07/21/2018",3,"B5","SOBI-8","WD",7,20,2018,"T2",4.03,1828,NA
"3365","GX - 07/20/2018","GX - 07/21/2018",3,"B5","SEAL-19","WD",7,20,2018,"T2",4.13,1873,NA
"3366","GX - 07/20/2018","GX - 07/21/2018",3,"B5","SESE-6","WD",7,20,2018,"T2",4.23,1919,NA
"3367","GX - 07/20/2018","GX - 07/21/2018",3,"B5","FERU-10","WD",7,20,2018,"T2",4.43,2009,NA
"3368","GX - 07/20/2018","GX - 07/21/2018",3,"B5","SC-8","WD",7,20,2018,"T2",4.15,1882,NA
"3369","GX - 07/20/2018","GX - 07/21/2018",3,"B5","SOBI-12","WD",7,20,2018,"T2",4.02,1823,"typo; changed from SOBI-4 to SOBI-12"
"3370","GX - 07/20/2018","GX - 07/21/2018",3,"B5","DEFL-7","WD",7,20,2018,"T2",4.08,1851,NA
"3371","GX - 07/20/2018","GX - 07/21/2018",3,"B5","EMNI-3","WD",7,20,2018,"T2",4.62,2096,NA
"3372","GX - 07/20/2018","GX - 07/21/2018",3,"B5","SYNO-6","WD",7,20,2018,"T2",4.01,1819,NA
"3373","GX - 07/20/2018","GX - 07/21/2018",3,"B5","PLMA-15","WD",7,20,2018,"T2",4.35,1973,NA
"3374","GX - 07/20/2018","GX - 07/21/2018",3,"B5","VAMA-5","WD",7,20,2018,"T2",4.24,1923,NA
"3375","GX - 07/20/2018","GX - 07/21/2018",3,"B5","SESE-5","WD",7,20,2018,"T2",4.14,1878,NA
"3376","GX - 07/20/2018","GX - 07/21/2018",3,"B5","SEAL-18","WD",7,20,2018,"T2",3.72,1687,NA
"3377","GX - 07/20/2018","GX - 07/21/2018",3,"B5","SITR-9","WD",7,20,2018,"T2",4.27,1937,NA
"3378","GX - 07/20/2018","GX - 07/21/2018",3,"B5","DASP-8","WD",7,20,2018,"T2",4.21,1910,NA
"3379","GX - 07/20/2018","GX - 07/21/2018",3,"B5","SEAC-7","WD",7,20,2018,"T2",4.22,1914,NA
"3380","GX - 07/20/2018","GX - 07/21/2018",3,"B5","FERU-8","WD",7,20,2018,"T2",4.46,2023,NA
"3381","GX - 07/21/2018","GX - 07/21/2018",3,"B3","DEFL-10","WD",7,21,2018,"T3",3.91,1774,NA
"3382","GX - 07/21/2018","GX - 07/21/2018",3,"B3","EMNI-18","WD",7,21,2018,"T3",4.59,2082,NA
"3383","GX - 07/21/2018","GX - 07/21/2018",3,"B3","VAMA-7","WD",7,21,2018,"T3",4.46,2023,NA
"3384","GX - 07/21/2018","GX - 07/21/2018",3,"B3","SEAC-19","WD",7,21,2018,"T3",4.48,2032,NA
"3385","GX - 07/21/2018","GX - 07/21/2018",3,"B3","PLMA-2","WD",7,21,2018,"T3",4.28,1941,NA
"3386","GX - 07/21/2018","GX - 07/21/2018",3,"B3","SC-13","WD",7,21,2018,"T3",4.39,1991,NA
"3387","GX - 07/21/2018","GX - 07/21/2018",3,"B3","SYNO-12","WD",7,21,2018,"T3",4.09,1855,"typo; changed from SYNO-11 to SYNO-12"
"3388","GX - 07/21/2018","GX - 07/21/2018",3,"B3","DASP-3","WD",7,21,2018,"T3",4.29,1946,NA
"3389","GX - 07/21/2018","GX - 07/21/2018",3,"B3","SITR-3","WD",7,21,2018,"T3",4.23,1919,NA
"3390","GX - 07/21/2018","GX - 07/21/2018",3,"B3","SOBI-10","WD",7,21,2018,"T3",4.06,1842,NA
"3391","GX - 07/21/2018","GX - 07/21/2018",3,"B3","SEAL-3","WD",7,21,2018,"T3",4.17,1891,NA
"3392","GX - 07/21/2018","GX - 07/21/2018",3,"B3","SESE-17","WD",7,21,2018,"T3",4.13,1873,NA
"3393","GX - 07/21/2018","GX - 07/21/2018",3,"B3","FERU-13","WD",7,21,2018,"T3",4.05,1837,NA
"3394","GX - 07/21/2018","GX - 07/21/2018",3,"B3","SC-2","WD",7,21,2018,"T3",4.22,1914,NA
"3395","GX - 07/21/2018","GX - 07/21/2018",3,"B3","SOBI-19","WD",7,21,2018,"T3",4.62,2096,NA
"3396","GX - 07/21/2018","GX - 07/21/2018",3,"B3","DEFL-6","WD",7,21,2018,"T3",4.27,1937,NA
"3397","GX - 07/21/2018","GX - 07/21/2018",3,"B3","EMNI-5","WD",7,21,2018,"T3",4.49,2037,"dead"
"3398","GX - 07/21/2018","GX - 07/21/2018",3,"B3","SYNO-3","WD",7,21,2018,"T3",4.18,1896,NA
"3399","GX - 07/21/2018","GX - 07/21/2018",3,"B3","PLMA-14","WD",7,21,2018,"T3",3.91,1774,NA
"3400","GX - 07/21/2018","GX - 07/21/2018",3,"B3","VAMA-12","WD",7,21,2018,"T3",4.28,1941,NA
"3401","GX - 07/21/2018","GX - 07/21/2018",3,"B3","SESE-11","WD",7,21,2018,"T3",4.22,1914,NA
"3402","GX - 07/21/2018","GX - 07/21/2018",3,"B3","SEAL-1","WD",7,21,2018,"T3",4.3,1950,NA
"3403","GX - 07/21/2018","GX - 07/21/2018",3,"B3","SITR-14","WD",7,21,2018,"T3",4.13,1873,NA
"3404","GX - 07/21/2018","GX - 07/21/2018",3,"B3","DASP-14","WD",7,21,2018,"T3",4.35,1973,NA
"3405","GX - 07/21/2018","GX - 07/21/2018",3,"B3","SEAC-15","WD",7,21,2018,"T3",4.48,2032,NA
"3406","GX - 07/21/2018","GX - 07/21/2018",3,"B3","FERU-15","WD",7,21,2018,"T3",4.17,1891,NA
"3407","GX - 07/21/2018","GX - 07/21/2018",3,"B5","DEFL-8","WD",7,21,2018,"T3",4,1814,NA
"3408","GX - 07/21/2018","GX - 07/21/2018",3,"B5","EMNI-17","WD",7,21,2018,"T3",4.64,2105,NA
"3409","GX - 07/21/2018","GX - 07/21/2018",3,"B5","VAMA-4","WD",7,21,2018,"T3",4.32,1960,NA
"3410","GX - 07/21/2018","GX - 07/21/2018",3,"B5","SEAC-6","WD",7,21,2018,"T3",4.25,1928,NA
"3411","GX - 07/21/2018","GX - 07/21/2018",3,"B5","PLMA-19","WD",7,21,2018,"T3",4.1,1860,NA
"3412","GX - 07/21/2018","GX - 07/21/2018",3,"B5","SC-16","WD",7,21,2018,"T3",4.74,2150,NA
"3413","GX - 07/21/2018","GX - 07/21/2018",3,"B5","SYNO-20","WD",7,21,2018,"T3",4.42,2005,NA
"3414","GX - 07/21/2018","GX - 07/21/2018",3,"B5","DASP-19","WD",7,21,2018,"T3",4.04,1833,NA
"3415","GX - 07/21/2018","GX - 07/21/2018",3,"B5","SITR-15","WD",7,21,2018,"T3",4.28,1941,NA
"3416","GX - 07/21/2018","GX - 07/21/2018",3,"B5","SOBI-8","WD",7,21,2018,"T3",3.96,1796,NA
"3417","GX - 07/21/2018","GX - 07/21/2018",3,"B5","SEAL-19","WD",7,21,2018,"T3",4.08,1851,NA
"3418","GX - 07/21/2018","GX - 07/21/2018",3,"B5","SESE-6","WD",7,21,2018,"T3",4.18,1896,NA
"3419","GX - 07/21/2018","GX - 07/21/2018",3,"B5","FERU-10","WD",7,21,2018,"T3",4.36,1978,NA
"3420","GX - 07/21/2018","GX - 07/21/2018",3,"B5","SC-8","WD",7,21,2018,"T3",4.09,1855,NA
"3421","GX - 07/21/2018","GX - 07/21/2018",3,"B5","SOBI-12","WD",7,21,2018,"T3",3.94,1787,"typo; changed from SOBI-4 to SOBI-12"
"3422","GX - 07/21/2018","GX - 07/21/2018",3,"B5","DEFL-7","WD",7,21,2018,"T3",4.02,1823,NA
"3423","GX - 07/21/2018","GX - 07/21/2018",3,"B5","EMNI-3","WD",7,21,2018,"T3",4.56,2068,NA
"3424","GX - 07/21/2018","GX - 07/21/2018",3,"B5","SYNO-6","WD",7,21,2018,"T3",3.95,1792,NA
"3425","GX - 07/21/2018","GX - 07/21/2018",3,"B5","PLMA-15","WD",7,21,2018,"T3",4.27,1937,NA
"3426","GX - 07/21/2018","GX - 07/21/2018",3,"B5","VAMA-5","WD",7,21,2018,"T3",4.19,1901,NA
"3427","GX - 07/21/2018","GX - 07/21/2018",3,"B5","SESE-5","WD",7,21,2018,"T3",4.08,1851,NA
"3428","GX - 07/21/2018","GX - 07/21/2018",3,"B5","SEAL-18","WD",7,21,2018,"T3",3.65,1656,NA
"3429","GX - 07/21/2018","GX - 07/21/2018",3,"B5","SITR-9","WD",7,21,2018,"T3",4.23,1919,NA
"3430","GX - 07/21/2018","GX - 07/21/2018",3,"B5","DASP-8","WD",7,21,2018,"T3",4.16,1887,NA
"3431","GX - 07/21/2018","GX - 07/21/2018",3,"B5","SEAC-7","WD",7,21,2018,"T3",4.17,1891,NA
"3432","GX - 07/21/2018","GX - 07/21/2018",3,"B5","FERU-8","WD",7,21,2018,"T3",4.41,2000,NA
"3433","GX - 07/21/2018","GX - 07/21/2018",3,"B4","DEFL-14","WD",7,21,2018,"T3",4.14,1878,NA
"3434","GX - 07/21/2018","GX - 07/21/2018",3,"B4","EMNI-8","WD",7,21,2018,"T3",4.55,2064,NA
"3435","GX - 07/21/2018","GX - 07/21/2018",3,"B4","VAMA-6","WD",7,21,2018,"T3",4.31,1955,NA
"3436","GX - 07/21/2018","GX - 07/21/2018",3,"B4","SEAC-18","WD",7,21,2018,"T3",4.49,2037,NA
"3437","GX - 07/21/2018","GX - 07/21/2018",3,"B4","PLMA-7","WD",7,21,2018,"T3",4.33,1964,NA
"3438","GX - 07/21/2018","GX - 07/21/2018",3,"B4","SC-3","WD",7,21,2018,"T3",4.41,2000,NA
"3439","GX - 07/21/2018","GX - 07/21/2018",3,"B4","SYNO-5","WD",7,21,2018,"T3",4.08,1851,"typo; changed from SYNO-7 to SYNO-5"
"3440","GX - 07/21/2018","GX - 07/21/2018",3,"B4","DASP-2","WD",7,21,2018,"T3",4.23,1919,NA
"3441","GX - 07/21/2018","GX - 07/21/2018",3,"B4","SITR-12","WD",7,21,2018,"T3",4.21,1910,NA
"3442","GX - 07/21/2018","GX - 07/21/2018",3,"B4","SEAL-20","WD",7,21,2018,"T3",3.9,1769,NA
"3443","GX - 07/21/2018","GX - 07/21/2018",3,"B4","SOBI-4","WD",7,21,2018,"T3",4.27,1937,NA
"3444","GX - 07/21/2018","GX - 07/21/2018",3,"B4","FERU-4","WD",7,21,2018,"T3",4.2,1905,NA
"3445","GX - 07/21/2018","GX - 07/21/2018",3,"B4","SESE-1","WD",7,21,2018,"T3",4.3,1950,NA
"3446","GX - 07/21/2018","GX - 07/21/2018",3,"B4","SC-20","WD",7,21,2018,"T3",4.4,1996,NA
"3447","GX - 07/21/2018","GX - 07/21/2018",3,"B4","SOBI-7","WD",7,21,2018,"T3",4.01,1819,NA
"3448","GX - 07/21/2018","GX - 07/21/2018",3,"B4","DEFL-4","WD",7,21,2018,"T3",4.3,1950,NA
"3449","GX - 07/21/2018","GX - 07/21/2018",3,"B4","EMNI-14","WD",7,21,2018,"T3",4.6,2087,NA
"3450","GX - 07/21/2018","GX - 07/21/2018",3,"B4","SYNO-10","WD",7,21,2018,"T3",4.1,1860,NA
"3451","GX - 07/21/2018","GX - 07/21/2018",3,"B4","PLMA-13","WD",7,21,2018,"T3",4.33,1964,NA
"3452","GX - 07/21/2018","GX - 07/21/2018",3,"B4","VAMA-8","WD",7,21,2018,"T3",4.07,1846,NA
"3453","GX - 07/21/2018","GX - 07/21/2018",3,"B4","SESE-12","WD",7,21,2018,"T3",4.06,1842,NA
"3454","GX - 07/21/2018","GX - 07/21/2018",3,"B4","SEAL-17","WD",7,21,2018,"T3",4.4,1996,NA
"3455","GX - 07/21/2018","GX - 07/21/2018",3,"B4","SITR-16","WD",7,21,2018,"T3",4.23,1919,NA
"3456","GX - 07/21/2018","GX - 07/21/2018",3,"B4","DASP-20","WD",7,21,2018,"T3",4.39,1991,NA
"3457","GX - 07/21/2018","GX - 07/21/2018",3,"B4","SEAC-16","WD",7,21,2018,"T3",4.3,1950,NA
"3458","GX - 07/21/2018","GX - 07/21/2018",3,"B4","FERU-9","WD",7,21,2018,"T3",3.86,1751,NA
"3459","GX - 07/21/2018","GX - 07/21/2018",3,"B4","DEFL-14","WD",7,22,2018,"T4",4.11,1864,NA
"3460","GX - 07/21/2018","GX - 07/21/2018",3,"B4","EMNI-8","WD",7,22,2018,"T4",4.53,2055,NA
"3461","GX - 07/21/2018","GX - 07/21/2018",3,"B4","VAMA-6","WD",7,22,2018,"T4",4.28,1941,NA
"3462","GX - 07/21/2018","GX - 07/21/2018",3,"B4","SEAC-18","WD",7,22,2018,"T4",4.46,2023,NA
"3463","GX - 07/21/2018","GX - 07/21/2018",3,"B4","PLMA-7","WD",7,22,2018,"T4",4.27,1937,NA
"3464","GX - 07/21/2018","GX - 07/21/2018",3,"B4","SC-3","WD",7,22,2018,"T4",4.39,1991,NA
"3465","GX - 07/21/2018","GX - 07/21/2018",3,"B4","SYNO-5","WD",7,22,2018,"T4",4.02,1823,"typo; changed from SYNO-7 to SYNO-5"
"3466","GX - 07/21/2018","GX - 07/21/2018",3,"B4","DASP-2","WD",7,22,2018,"T4",4.19,1901,NA
"3467","GX - 07/21/2018","GX - 07/21/2018",3,"B4","SITR-12","WD",7,22,2018,"T4",4.18,1896,NA
"3468","GX - 07/21/2018","GX - 07/21/2018",3,"B4","SOBI-4","WD",7,22,2018,"T4",4.18,1896,NA
"3469","GX - 07/21/2018","GX - 07/21/2018",3,"B4","SEAL-20","WD",7,22,2018,"T4",3.88,1760,NA
"3470","GX - 07/21/2018","GX - 07/21/2018",3,"B4","SESE-1","WD",7,22,2018,"T4",4.25,1928,NA
"3471","GX - 07/21/2018","GX - 07/21/2018",3,"B4","FERU-4","WD",7,22,2018,"T4",4.15,1882,NA
"3472","GX - 07/21/2018","GX - 07/21/2018",3,"B4","SC-20","WD",7,22,2018,"T4",4.38,1987,NA
"3473","GX - 07/21/2018","GX - 07/21/2018",3,"B4","SOBI-7","WD",7,22,2018,"T4",3.96,1796,NA
"3474","GX - 07/21/2018","GX - 07/21/2018",3,"B4","DEFL-4","WD",7,22,2018,"T4",4.26,1932,NA
"3475","GX - 07/21/2018","GX - 07/21/2018",3,"B4","EMNI-14","WD",7,22,2018,"T4",4.57,2073,NA
"3476","GX - 07/21/2018","GX - 07/21/2018",3,"B4","SYNO-10","WD",7,22,2018,"T4",4.04,1833,NA
"3477","GX - 07/21/2018","GX - 07/21/2018",3,"B4","PLMA-13","WD",7,22,2018,"T4",4.28,1941,NA
"3478","GX - 07/21/2018","GX - 07/21/2018",3,"B4","VAMA-8","WD",7,22,2018,"T4",4.05,1837,NA
"3479","GX - 07/21/2018","GX - 07/21/2018",3,"B4","SESE-12","WD",7,22,2018,"T4",4.36,1978,NA
"3480","GX - 07/21/2018","GX - 07/21/2018",3,"B4","SEAL-17","WD",7,22,2018,"T4",4.02,1823,NA
"3481","GX - 07/21/2018","GX - 07/21/2018",3,"B4","SITR-16","WD",7,22,2018,"T4",4.2,1905,NA
"3482","GX - 07/21/2018","GX - 07/21/2018",3,"B4","DASP-20","WD",7,22,2018,"T4",4.36,1978,NA
"3483","GX - 07/21/2018","GX - 07/21/2018",3,"B4","SEAC-16","WD",7,22,2018,"T4",4.27,1937,NA
"3484","GX - 07/21/2018","GX - 07/21/2018",3,"B4","FERU-9","WD",7,22,2018,"T4",3.79,1719,NA
"3485","GX - 07/21/2018","GX - 07/21/2018",3,"B2","DEFL-20","WD",7,21,2018,"T3",3.99,1810,NA
"3486","GX - 07/21/2018","GX - 07/21/2018",3,"B2","EMNI-9","WD",7,21,2018,"T3",4.6,2087,NA
"3487","GX - 07/21/2018","GX - 07/21/2018",3,"B2","VAMA-3","WD",7,21,2018,"T3",4.29,1946,NA
"3488","GX - 07/21/2018","GX - 07/21/2018",3,"B2","SEAC-3","WD",7,21,2018,"T3",4.28,1941,NA
"3489","GX - 07/21/2018","GX - 07/21/2018",3,"B2","PLMA-6","WD",7,21,2018,"T3",4.38,1987,NA
"3490","GX - 07/21/2018","GX - 07/21/2018",3,"B2","SC-7","WD",7,21,2018,"T3",4.38,1987,NA
"3491","GX - 07/21/2018","GX - 07/21/2018",3,"B2","SYNO-17","WD",7,21,2018,"T3",4.3,1950,NA
"3492","GX - 07/21/2018","GX - 07/21/2018",3,"B2","DASP-6","WD",7,21,2018,"T3",4.08,1851,NA
"3493","GX - 07/21/2018","GX - 07/21/2018",3,"B2","SITR-2","WD",7,21,2018,"T3",4.19,1901,NA
"3494","GX - 07/21/2018","GX - 07/21/2018",3,"B2","SEAL-8","WD",7,21,2018,"T3",4.24,1923,NA
"3495","GX - 07/21/2018","GX - 07/21/2018",3,"B2","SOBI-9","WD",7,21,2018,"T3",4.11,1864,NA
"3496","GX - 07/21/2018","GX - 07/21/2018",3,"B2","FERU-19","WD",7,21,2018,"T3",3.88,1760,NA
"3497","GX - 07/21/2018","GX - 07/21/2018",3,"B2","SESE-7","WD",7,21,2018,"T3",4.39,1991,NA
"3498","GX - 07/21/2018","GX - 07/21/2018",3,"B2","SC-11","WD",7,21,2018,"T3",4.53,2055,NA
"3499","GX - 07/21/2018","GX - 07/21/2018",3,"B2","SOBI-13","WD",7,21,2018,"T3",4.36,1978,NA
"3500","GX - 07/21/2018","GX - 07/21/2018",3,"B2","DEFL-1","WD",7,21,2018,"T3",4,1814,NA
"3501","GX - 07/21/2018","GX - 07/21/2018",3,"B2","EMNI-15","WD",7,21,2018,"T3",3.99,1810,NA
"3502","GX - 07/21/2018","GX - 07/21/2018",3,"B2","SYNO-19","WD",7,21,2018,"T3",4.08,1851,NA
"3503","GX - 07/21/2018","GX - 07/21/2018",3,"B2","PLMA-18","WD",7,21,2018,"T3",4.22,1914,NA
"3504","GX - 07/21/2018","GX - 07/21/2018",3,"B2","VAMA-17","WD",7,21,2018,"T3",4.12,1869,NA
"3505","GX - 07/21/2018","GX - 07/21/2018",3,"B2","SESE-10","WD",7,21,2018,"T3",4.19,1901,NA
"3506","GX - 07/21/2018","GX - 07/21/2018",3,"B2","SEAL-12","WD",7,21,2018,"T3",4.19,1901,NA
"3507","GX - 07/21/2018","GX - 07/21/2018",3,"B2","SITR-20","WD",7,21,2018,"T3",4.22,1914,NA
"3508","GX - 07/21/2018","GX - 07/21/2018",3,"B2","DASP-15","WD",7,21,2018,"T3",4.08,1851,NA
"3509","GX - 07/21/2018","GX - 07/21/2018",3,"B2","SEAC-13","WD",7,21,2018,"T3",4.29,1946,NA
"3510","GX - 07/21/2018","GX - 07/21/2018",3,"B2","FERU-6","WD",7,21,2018,"T3",3.94,1787,NA
"3511","GX - 07/21/2018","GX - 07/21/2018",3,"B1","DEFL-18","WD",7,21,2018,"T3",3.97,1801,NA
"3512","GX - 07/21/2018","GX - 07/21/2018",3,"B1","EMNI-12","WD",7,21,2018,"T3",4.55,2064,NA
"3513","GX - 07/21/2018","GX - 07/21/2018",3,"B1","VAMA-19","WD",7,21,2018,"T3",4.18,1896,NA
"3514","GX - 07/21/2018","GX - 07/21/2018",3,"B1","SEAC-11","WD",7,21,2018,"T3",4.24,1923,"imputed value"
"3515","GX - 07/21/2018","GX - 07/21/2018",3,"B1","PLMA-16","WD",7,21,2018,"T3",4.25,1928,"imputed value"
"3516","GX - 07/21/2018","GX - 07/21/2018",3,"B1","SC-15","WD",7,21,2018,"T3",4.3,1950,"imputed value"
"3517","GX - 07/21/2018","GX - 07/21/2018",3,"B1","SYNO-9","WD",7,21,2018,"T3",4.2,1905,"imputed value"
"3518","GX - 07/21/2018","GX - 07/21/2018",3,"B1","DASP-1","WD",7,21,2018,"T3",4.12,1869,NA
"3519","GX - 07/21/2018","GX - 07/21/2018",3,"B1","SITR-5","WD",7,21,2018,"T3",4.49,2037,NA
"3520","GX - 07/21/2018","GX - 07/21/2018",3,"B1","SEAL-14","WD",7,21,2018,"T3",4.17,1891,NA
"3521","GX - 07/21/2018","GX - 07/21/2018",3,"B1","SOBI-17","WD",7,21,2018,"T3",4.34,1969,NA
"3522","GX - 07/21/2018","GX - 07/21/2018",3,"B1","SESE-20","WD",7,21,2018,"T3",4.08,1851,NA
"3523","GX - 07/21/2018","GX - 07/21/2018",3,"B1","FERU-5","WD",7,21,2018,"T3",3.96,1796,NA
"3524","GX - 07/21/2018","GX - 07/21/2018",3,"B1","SC-1","WD",7,21,2018,"T3",4.5,2041,NA
"3525","GX - 07/21/2018","GX - 07/21/2018",3,"B1","SOBI-5","WD",7,21,2018,"T3",3.88,1760,"typo; changed from SOBI-15 to SOBI-5"
"3526","GX - 07/21/2018","GX - 07/21/2018",3,"B1","DEFL-13","WD",7,21,2018,"T3",4.11,1864,NA
"3527","GX - 07/21/2018","GX - 07/21/2018",3,"B1","EMNI-13","WD",7,21,2018,"T3",4.6,2087,NA
"3528","GX - 07/21/2018","GX - 07/21/2018",3,"B1","SYNO-11","WD",7,21,2018,"T3",4.39,1991,NA
"3529","GX - 07/21/2018","GX - 07/21/2018",3,"B1","PLMA-10","WD",7,21,2018,"T3",4.33,1964,NA
"3530","GX - 07/21/2018","GX - 07/21/2018",3,"B1","VAMA-20","WD",7,21,2018,"T3",4.35,1973,NA
"3531","GX - 07/21/2018","GX - 07/21/2018",3,"B1","SESE-18","WD",7,21,2018,"T3",4.27,1937,NA
"3532","GX - 07/21/2018","GX - 07/21/2018",3,"B1","SEAL-4","WD",7,21,2018,"T3",3.92,1778,NA
"3533","GX - 07/21/2018","GX - 07/21/2018",3,"B1","SITR-7","WD",7,21,2018,"T3",4.2,1905,NA
"3534","GX - 07/21/2018","GX - 07/21/2018",3,"B1","DASP-12","WD",7,21,2018,"T3",4.19,1901,"typo; changed from DASP-17 to DASP-12"
"3535","GX - 07/21/2018","GX - 07/21/2018",3,"B1","SEAC-17","WD",7,21,2018,"T3",4.33,1964,NA
"3536","GX - 07/21/2018","GX - 07/21/2018",3,"B1","FERU-1","WD",7,21,2018,"T3",4.51,2046,NA
"3537","GX - 07/22/2018","GX - 07/22/2018",5,"B1","SOBI-20","WW",7,22,2018,"T1",3.97,1801,NA
"3538","GX - 07/22/2018","GX - 07/22/2018",5,"B1","SESE-9","WW",7,22,2018,"T1",4.01,1819,NA
"3539","GX - 07/22/2018","GX - 07/22/2018",5,"B1","DEFL-15","WW",7,22,2018,"T1",3.7,1678,NA
"3540","GX - 07/22/2018","GX - 07/22/2018",5,"B1","VAMA-16","WW",7,22,2018,"T1",3.79,1719,NA
"3541","GX - 07/22/2018","GX - 07/22/2018",5,"B1","FERU-3","WW",7,22,2018,"T1",3.47,1574,NA
"3542","GX - 07/22/2018","GX - 07/22/2018",5,"B1","PLMA-11","WW",7,22,2018,"T1",4.08,1851,NA
"3543","GX - 07/22/2018","GX - 07/22/2018",5,"B1","SEAC-9","WW",7,22,2018,"T1",4.06,1842,NA
"3544","GX - 07/22/2018","GX - 07/22/2018",5,"B1","EMNI-2","WW",7,22,2018,"T1",4.4,1996,NA
"3545","GX - 07/22/2018","GX - 07/22/2018",5,"B1","SC-14","WW",7,22,2018,"T1",4.24,1923,NA
"3546","GX - 07/22/2018","GX - 07/22/2018",5,"B1","SEAL-5","WW",7,22,2018,"T1",3.88,1760,NA
"3547","GX - 07/22/2018","GX - 07/22/2018",5,"B1","DASP-9","WW",7,22,2018,"T1",3.93,1783,NA
"3548","GX - 07/22/2018","GX - 07/22/2018",5,"B1","SITR-4","WW",7,22,2018,"T1",4.11,1864,NA
"3549","GX - 07/22/2018","GX - 07/22/2018",5,"B1","SYNO-13","WW",7,22,2018,"T1",3.55,1610,NA
"3550","GX - 07/22/2018","GX - 07/22/2018",5,"B1","SESE-19","WW",7,22,2018,"T1",4.2,1905,NA
"3551","GX - 07/22/2018","GX - 07/22/2018",5,"B1","SEAC-12","WW",7,22,2018,"T1",4.1,1860,NA
"3552","GX - 07/22/2018","GX - 07/22/2018",5,"B1","FERU-16","WW",7,22,2018,"T1",3.92,1778,NA
"3553","GX - 07/22/2018","GX - 07/22/2018",5,"B1","VAMA-1","WW",7,22,2018,"T1",3.99,1810,NA
"3554","GX - 07/22/2018","GX - 07/22/2018",5,"B1","DEFL-2","WW",7,22,2018,"T1",3.93,1783,NA
"3555","GX - 07/22/2018","GX - 07/22/2018",5,"B1","SEAL-7","WW",7,22,2018,"T1",3.8,1724,NA
"3556","GX - 07/22/2018","GX - 07/22/2018",5,"B1","SITR-11","WW",7,22,2018,"T1",3.93,1783,NA
"3557","GX - 07/22/2018","GX - 07/22/2018",5,"B1","SYNO-14","WW",7,22,2018,"T1",3.81,1728,NA
"3558","GX - 07/22/2018","GX - 07/22/2018",5,"B1","EMNI-1","WW",7,22,2018,"T1",4.47,2028,NA
"3559","GX - 07/22/2018","GX - 07/22/2018",5,"B1","SOBI-11","WW",7,22,2018,"T1",3.55,1610,NA
"3560","GX - 07/22/2018","GX - 07/22/2018",5,"B1","PLMA-5","WW",7,22,2018,"T1",3.72,1687,NA
"3561","GX - 07/22/2018","GX - 07/22/2018",5,"B1","DASP-17","WW",7,22,2018,"T1",3.95,1792,NA
"3562","GX - 07/22/2018","GX - 07/22/2018",5,"B1","SC-9","WW",7,22,2018,"T1",4.14,1878,NA
"3563","GX - 07/22/2018","GX - 07/22/2018",5,"B1","SOBI-20","WW",7,22,2018,"T2",4.48,2032,NA
"3564","GX - 07/22/2018","GX - 07/22/2018",5,"B1","SESE-9","WW",7,22,2018,"T2",4.51,2046,NA
"3565","GX - 07/22/2018","GX - 07/22/2018",5,"B1","DEFL-15","WW",7,22,2018,"T2",4.06,1842,NA
"3566","GX - 07/22/2018","GX - 07/22/2018",5,"B1","VAMA-16","WW",7,22,2018,"T2",4.07,1846,NA
"3567","GX - 07/22/2018","GX - 07/22/2018",5,"B1","FERU-3","WW",7,22,2018,"T2",4.18,1896,NA
"3568","GX - 07/22/2018","GX - 07/22/2018",5,"B1","PLMA-11","WW",7,22,2018,"T2",4.44,2014,NA
"3569","GX - 07/22/2018","GX - 07/22/2018",5,"B1","SEAC-9","WW",7,22,2018,"T2",4.39,1991,NA
"3570","GX - 07/22/2018","GX - 07/22/2018",5,"B1","EMNI-2","WW",7,22,2018,"T2",4.66,2114,NA
"3571","GX - 07/22/2018","GX - 07/22/2018",5,"B1","SC-14","WW",7,22,2018,"T2",4.54,2059,NA
"3572","GX - 07/22/2018","GX - 07/22/2018",5,"B1","SEAL-5","WW",7,22,2018,"T2",4.27,1937,NA
"3573","GX - 07/22/2018","GX - 07/22/2018",5,"B1","DASP-9","WW",7,22,2018,"T2",4.19,1901,NA
"3574","GX - 07/22/2018","GX - 07/22/2018",5,"B1","SITR-4","WW",7,22,2018,"T2",4.39,1991,NA
"3575","GX - 07/22/2018","GX - 07/22/2018",5,"B1","SYNO-13","WW",7,22,2018,"T2",4.18,1896,NA
